evolution$generation,evolution$evaluated,gravityDecay,innovationDecay,mutationRate,earlyAdoptersRate,utilityStd,utilityDistribution,averageGravityFlow,oppAverageUtility,oppAverageUtility,averageGravityFlow
1000,1000,0.17818725738712973,0.01,0.49834729474876355,0.1868882342570417,2.0,normal,5.733466302592506E-5,-3.344320177141074,-3.344320177141074,5.733466302592506E-5
1000,1000,0.30165972608215147,0.4429221649119778,0.48720587212358657,0.01,2.0,log-normal,1.7059897886187602E-4,-8.2301507578034,-8.2301507578034,1.7059897886187602E-4
1000,1000,0.17015949257257526,0.4498181123900114,0.5,0.109886081584795,1.928223836758696,log-normal,9.374188478196686E-5,-6.2409957152851625,-6.2409957152851625,9.374188478196686E-5
1000,1000,0.07552661718791506,0.41526579970578437,0.49218942307803865,0.01,1.9940284387413771,log-normal,1.3997375254212087E-4,-8.159479069776271,-8.159479069776271,1.3997375254212087E-4
1000,1000,0.01,0.01,0.49755248080056125,0.01,1.9994467979430384,normal,6.0682584043558605E-5,-3.5919769665264956,-3.5919769665264956,6.0682584043558605E-5
1000,1000,0.012922133720791673,0.01,0.49787491196462236,0.01,2.0,normal,5.990602927948211E-5,-3.551067958590413,-3.551067958590413,5.990602927948211E-5
1000,1000,0.01,0.45120410925473425,0.4890919449645281,0.05380115862363945,2.0,log-normal,1.3166635479523828E-4,-6.519770865859457,-6.519770865859457,1.3166635479523828E-4
1000,1000,0.03396033561277402,0.06106031074841266,0.4977043934144453,0.01,1.9995236045771614,log-normal,7.270743432293964E-5,-5.675959661878833,-5.675959661878833,7.270743432293964E-5
1000,1000,0.24704142864335243,0.47235591361826973,0.4882859139007198,0.07378931690112679,1.966422755544184,log-normal,1.3794556033446768E-4,-6.8613974048393205,-6.8613974048393205,1.3794556033446768E-4
1000,1000,0.2902088984592709,0.01,0.4997609837911457,0.11915710529284676,1.9991679892871372,normal,5.761474400512904E-5,-3.400153426726502,-3.400153426726502,5.761474400512904E-5
1000,1000,0.14324012022692056,0.45626113591735584,0.4807146115041015,0.19270968011972725,2.0,normal,6.664954131742774E-5,-4.434318181912533,-4.434318181912533,6.664954131742774E-5
1000,1000,0.24287548485995172,0.531829492339384,0.49855804094563455,0.010000004736518632,2.0,log-normal,1.267501726652299E-4,-6.405419827201033,-6.405419827201033,1.267501726652299E-4
1000,1000,0.2520412248498851,0.03353393669305866,0.4978520492423821,0.3140318651258163,1.9992602571743263,normal,6.266688544788264E-5,-3.9918803031643755,-3.9918803031643755,6.266688544788264E-5
1000,1000,0.02064050632892947,0.01,0.49833649777203004,0.01,1.9996617780257528,normal,6.035860233797058E-5,-3.5703291763774,-3.5703291763774,6.035860233797058E-5
